Código;VR respuesta rápida – Solucionada (?5 min);VR respuesta rápida – Revisión profunda / OT CAPITALBUS;Observación estándar – Reporte CAPITALBUS
NVD-505;"[VR-OK] NVD-505 – Configuración alterada
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-505 – Configuración alterada
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Intervención no controlada.
Evidencia mínima a adjuntar: Captura cambios.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-505. Novedad: Configuración alterada. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Cambio de calidad/horarios. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-506;"[VR-OK] NVD-506 – Parámetros de stream incorrectos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-506 – Parámetros de stream incorrectos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Codec/resolución.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-506. Novedad: Parámetros de stream incorrectos. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: No abre video. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-507;"[VR-OK] NVD-507 – WDR/Exposición mal configurada
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-507 – WDR/Exposición mal configurada
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-507. Novedad: WDR/Exposición mal configurada. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Contraluz. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-508;"[VR-OK] NVD-508 – Detección de movimiento mal calibrada
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-508 – Detección de movimiento mal calibrada
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Sensibilidad alta.
Evidencia mínima a adjuntar: Captura reglas.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-508. Novedad: Detección de movimiento mal calibrada. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Falsos eventos. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-509;"[VR-OK] NVD-509 – Alarma de pérdida de video deshabilitada
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-509 – Alarma de pérdida de video deshabilitada
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-509. Novedad: Alarma de pérdida de video deshabilitada. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: No notifica fallas. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-510;"[VR-OK] NVD-510 – Perfiles día/noche invertidos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-510 – Perfiles día/noche invertidos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): IR-cut.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-510. Novedad: Perfiles día/noche invertidos. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Noche blanco o negro. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-511;"[VR-OK] NVD-511 – Logs llenos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-511 – Logs llenos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Sin rotación.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-511. Novedad: Logs llenos. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Rendimiento bajo. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-512;"[VR-OK] NVD-512 – Idioma/plantilla incorrecta
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-512 – Idioma/plantilla incorrecta
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-512. Novedad: Idioma/plantilla incorrecta. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Operación confusa. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-513;"[VR-OK] NVD-513 – NVR no acepta configuración remota
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-513 – NVR no acepta configuración remota
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Permisos, firewall.
Evidencia mínima a adjuntar: Error.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-513. Novedad: NVR no acepta configuración remota. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Timeout. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-514;"[VR-OK] NVD-514 – Sin sincronización de usuarios
Se actualizan credenciales/permiso y se valida acceso OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-514 – Sin sincronización de usuarios
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Integración.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-514. Novedad: Sin sincronización de usuarios. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Usuarios no aparecen. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-515;"[VR-OK] NVD-515 – Política de privacidad/retención no cumple
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-515 – Política de privacidad/retención no cumple
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-515. Novedad: Política de privacidad/retención no cumple. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Retención distinta. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-516;"[VR-OK] NVD-516 – Watermark deshabilitado (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-516 – Watermark deshabilitado (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura export.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-516. Novedad: Watermark deshabilitado (si aplica). Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Evidencia sin sello. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-517;"[VR-OK] NVD-517 – Sistema de archivos en modo solo lectura
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-517 – Sistema de archivos en modo solo lectura
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Disco dañado.
Evidencia mínima a adjuntar: Log.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-517. Novedad: Sistema de archivos en modo solo lectura. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: No graba. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-518;"[VR-OK] NVD-518 – Perfil de substream no configurado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-518 – Perfil de substream no configurado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-518. Novedad: Perfil de substream no configurado. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Remoto pesado. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-600;"[VR-OK] NVD-600 – Gabinete abierto / sello roto
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-600 – Gabinete abierto / sello roto
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Manipulación.
Evidencia mínima a adjuntar: Fotos múltiples.";"[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-600. Novedad: Gabinete abierto / sello roto. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Tornillos faltantes; precinto roto. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min)."
NVD-601;"[VR-OK] NVD-601 – Evidencia de vandalismo en cámara
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-601 – Evidencia de vandalismo en cámara
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Vandalismo.
Evidencia mínima a adjuntar: Foto + captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-601. Novedad: Evidencia de vandalismo en cámara. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Cámara girada o tapada. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-602;"[VR-OK] NVD-602 – Domo roto / carcasa fracturada
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-602 – Domo roto / carcasa fracturada
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Impacto.
Evidencia mínima a adjuntar: Foto.";"[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-602. Novedad: Domo roto / carcasa fracturada. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Imagen con velos; daño visible. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min)."
NVD-603;"[VR-OK] NVD-603 – Ingreso de agua en gabinete
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-603 – Ingreso de agua en gabinete
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Sellos, ubicación.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-603. Novedad: Ingreso de agua en gabinete. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Humedad/corrosión. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-604;"[VR-OK] NVD-604 – Corrosión en conectores
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-604 – Corrosión en conectores
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Humedad.
Evidencia mínima a adjuntar: Foto macro.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-604. Novedad: Corrosión en conectores. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Intermitencia. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-605;"[VR-OK] NVD-605 – Olor a quemado / componente chamuscado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-605 – Olor a quemado / componente chamuscado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Corto, sobrevoltaje.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-605. Novedad: Olor a quemado / componente chamuscado. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Humo/olor. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-606;"[VR-OK] NVD-606 – Montaje flojo del NVR
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-606 – Montaje flojo del NVR
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Tornillería.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-606. Novedad: Montaje flojo del NVR. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Golpes/vibración. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-607;"[VR-OK] NVD-607 – Soporte de cámara flojo
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-607 – Soporte de cámara flojo
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Tornillos.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-607. Novedad: Soporte de cámara flojo. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Vibración. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-608;"[VR-OK] NVD-608 – Cable expuesto al usuario
Se actualizan credenciales/permiso y se valida acceso OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-608 – Cable expuesto al usuario
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Canaleta rota.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-608. Novedad: Cable expuesto al usuario. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Riesgo manipulación. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-609;"[VR-OK] NVD-609 – Etiquetas/serial ilegibles
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-609 – Etiquetas/serial ilegibles
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Desgaste.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-609. Novedad: Etiquetas/serial ilegibles. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: No identifica equipo. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-610;"[VR-OK] NVD-610 – Polvo excesivo sucio
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-610 – Polvo excesivo sucio
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Falta limpieza.
Evidencia mínima a adjuntar: Foto.";"[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-610. Novedad: Polvo excesivo sucio. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Calor; fallas. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min)."
NVD-611;"[VR-OK] NVD-611 – Ventana/lente sucia por operación
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-611 – Ventana/lente sucia por operación
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Suciedad.
Evidencia mínima a adjuntar: Captura antes/después.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-611. Novedad: Ventana/lente sucia por operación. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Borroso. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-612;"[VR-OK] NVD-612 – Daño por químicos (limpiadores)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-612 – Daño por químicos (limpiadores)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Uso de químicos agresivos.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-612. Novedad: Daño por químicos (limpiadores). Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Domo opaco. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-613;"[VR-OK] NVD-613 – Insectos dentro de cámara
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-613 – Insectos dentro de cámara
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección en patio con registro fotográfico; asegurar gabinete/sellos/tornillería; reparar/reemplazar componentes vandalizados o sueltos; validar ruta de cableado y fijaciones.
Posibles causas (referencia): Sello deficiente.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-613. Novedad: Insectos dentro de cámara. Equipo: Instalación{/CANAL opcional}. Síntoma reportado: Manchas móviles/sombras. Categoría: Físico / Seguridad. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
